customer_id,anciennete_mois,type_contrat,facture_mensuelle,facture_totale,nb_tickets_support,moyen_paiement,support_premium,age,churned
C101029,40,mensuel,59.22,2546.9,3,prelevement,0,30,0
C101030,26,mensuel,27.7,729.8,1,prelevement,0,74,1
C101031,68,mensuel,48.19,3561.93,2,cheque,0,47,0
C101032,4,biennal,22.38,94.3,0,prelevement,0,37,0
C101033,48,mensuel,68.89,3350.09,0,cheque,0,60,0
C101034,67,mensuel,24.89,1519.11,3,carte,0,24,0
C101035,43,biennal,30.93,1352.5,1,carte,1,51,0
C101036,64,mensuel,100.55,6614.96,0,virement,1,77,0
C101037,26,mensuel,20.0,530.79,0,carte,0,24,0
C101038,57,mensuel,103.34,5654.67,1,prelevement,1,71,1
C101039,57,biennal,75.54,4247.53,1,prelevement,0,65,0
C101040,70,mensuel,63.24,4240.39,0,cheque,0,35,0
C101041,14,mensuel,93.21,1213.12,0,carte,0,18,1
C101042,57,mensuel,101.64,6329.72,1,cheque,0,80,0
C101043,65,mensuel,101.23,6612.92,1,prelevement,0,40,0
C101044,59,annuel,90.8,5119.7,2,virement,1,22,0
C101045,49,biennal,74.53,3418.52,2,virement,0,38,0
C101046,52,mensuel,22.66,1233.2,0,carte,0,61,0
C101047,31,mensuel,99.27,3217.8,0,cheque,1,21,1
C101048,10,mensuel,53.69,551.0,0,prelevement,0,62,1
C101049,72,mensuel,42.72,3037.4,0,prelevement,1,45,0
C101050,25,mensuel,22.18,605.5,0,carte,1,75,0
C101051,70,biennal,50.66,3675.54,5,cheque,0,31,0
C101052,46,mensuel,100.98,4973.41,3,cheque,0,42,0
C101053,17,annuel,46.84,735.43,0,virement,0,70,0
C101054,33,mensuel,52.21,1851.27,0,virement,0,54,0
C101055,65,mensuel,75.68,4964.4,4,cheque,1,34,1
C101056,54,mensuel,50.11,2849.21,0,virement,1,60,1
C101057,64,mensuel,105.32,7285.55,2,carte,0,22,0
C101058,11,biennal,63.09,642.56,2,carte,0,50,0
C101059,62,mensuel,96.49,6546.48,0,carte,0,68,0
C101060,49,annuel,86.41,4278.54,0,cheque,0,45,0
C101061,15,mensuel,100.74,1656.93,0,prelevement,0,76,1
C101062,2,mensuel,87.27,188.1,2,carte,1,18,1
C101063,8,mensuel,31.4,235.15,0,virement,0,74,1
C101064,51,mensuel,31.01,1447.65,0,prelevement,0,65,0
C101065,29,mensuel,47.24,1333.5,1,prelevement,0,35,0
C101066,14,mensuel,101.04,1472.7,1,virement,0,76,0
C101067,30,mensuel,69.77,1935.17,2,prelevement,0,33,0
C101068,59,biennal,21.92,1380.27,0,cheque,0,79,0
C101069,50,mensuel,97.65,4769.87,0,prelevement,0,60,1
C101070,40,mensuel,88.67,3856.95,4,virement,1,76,0
C101071,28,annuel,50.68,1512.48,1,cheque,1,77,0
C101072,14,annuel,105.72,1608.1,0,cheque,0,64,0
C101073,21,biennal,62.06,1431.66,0,carte,0,61,1
C101074,32,annuel,46.62,1513.05,0,virement,0,60,0
C101075,2,mensuel,71.16,137.22,0,prelevement,0,19,1
C101076,46,mensuel,95.99,4166.36,0,carte,0,57,0
C101077,57,mensuel,88.94,4842.61,3,prelevement,0,29,0
C101078,7,mensuel,78.91,517.49,1,cheque,0,20,1
C101079,34,biennal,21.45,779.61,3,carte,0,40,0
C101080,15,mensuel,41.33,598.35,0,cheque,0,45,1
C101081,42,annuel,52.43,2411.3,4,virement,0,80,1
C101082,48,mensuel,103.73,5389.19,0,prelevement,1,50,0
C101083,45,biennal,54.1,2474.76,2,prelevement,0,59,1
C101084,29,annuel,109.8,3267.2,2,carte,1,51,0
C101085,68,mensuel,48.52,3098.11,1,prelevement,0,69,0
C101086,59,mensuel,107.52,6588.64,1,cheque,0,40,1
C101087,47,annuel,74.47,3464.37,1,prelevement,1,33,0
C101088,18,annuel,91.63,1597.08,0,cheque,0,80,0
C101089,26,biennal,98.88,2321.77,0,virement,1,63,0
C101090,17,biennal,95.05,1462.0,0,carte,0,73,0
C101091,55,mensuel,56.21,3126.76,2,carte,0,70,0
C101092,14,biennal,24.07,353.07,0,cheque,1,58,0
C101093,38,annuel,83.01,3301.65,2,carte,0,18,0
C101094,59,mensuel,59.47,3514.81,1,carte,0,49,0
C101095,68,annuel,95.97,6430.28,0,virement,1,79,0
C101096,27,mensuel,45.04,1308.4,0,virement,0,25,0
C101097,29,biennal,45.96,1444.18,8,carte,1,60,1
C101098,71,annuel,87.94,5653.52,4,prelevement,0,71,0
C101099,37,biennal,71.4,2764.43,1,cheque,0,25,0
C101100,16,mensuel,58.9,897.74,3,virement,1,25,0
C101101,29,annuel,49.44,1435.78,0,carte,1,38,0
C101102,13,biennal,91.48,1145.84,3,carte,1,58,0
C101103,49,biennal,39.82,1832.42,1,cheque,1,64,0
C101104,12,biennal,97.14,1223.83,0,carte,0,57,0
C101105,54,annuel,75.2,4167.21,0,virement,0,60,0
C101106,30,biennal,80.12,2398.9,1,virement,0,36,0
C101107,37,mensuel,60.25,2116.63,1,prelevement,0,38,0
C101108,51,annuel,89.63,4556.26,3,cheque,0,61,0
C101109,65,mensuel,96.59,6164.09,1,virement,0,38,0
C101110,55,mensuel,102.11,5355.82,2,virement,0,20,1
C101111,22,mensuel,90.16,1828.93,5,virement,0,52,0
C101112,49,mensuel,83.43,4425.11,2,carte,0,51,0
C101113,21,annuel,55.6,1218.47,0,prelevement,1,39,0
C101114,32,biennal,23.25,672.58,5,carte,0,68,1
C101115,39,mensuel,76.84,3109.48,0,carte,1,42,1
C101116,35,biennal,26.89,942.0,2,cheque,0,65,0
C101117,20,mensuel,72.94,1427.03,3,virement,1,45,1
C101118,36,mensuel,28.97,1140.8,1,cheque,0,23,0
C101119,36,mensuel,101.69,3685.15,0,carte,1,64,0
C101120,70,annuel,60.7,4315.18,0,prelevement,0,48,0
C101121,43,mensuel,76.69,3023.06,1,prelevement,1,49,1
C101122,52,annuel,62.62,3401.49,1,prelevement,0,49,0
C101123,44,annuel,23.29,1063.5,1,carte,0,31,0
C101124,70,mensuel,106.35,7051.04,1,cheque,0,72,0
C101125,14,mensuel,26.98,349.56,0,carte,0,46,1
C101126,55,mensuel,76.35,4219.9,0,cheque,0,36,0
C101127,35,mensuel,75.36,2569.88,2,prelevement,0,61,0
C101128,48,mensuel,42.61,2030.1,5,prelevement,0,63,1
C101129,54,mensuel,62.34,3698.49,0,prelevement,0,24,0
C101130,8,annuel,73.5,537.05,1,prelevement,0,18,0
C101131,55,annuel,47.52,2678.68,1,virement,0,59,0
C101132,20,mensuel,39.48,738.8,1,prelevement,1,55,0
C101133,36,biennal,86.35,3180.65,4,prelevement,0,68,0
C101134,19,mensuel,62.79,1073.77,0,carte,0,69,0
C101135,42,mensuel,88.4,3520.31,0,cheque,1,40,0
C101136,68,mensuel,74.48,4774.84,0,virement,1,71,0
C101137,33,annuel,70.21,2287.0,0,carte,1,72,0
C101138,55,mensuel,70.38,4256.36,5,cheque,0,77,1
C101139,57,mensuel,37.54,2176.66,0,virement,1,50,0
C101140,5,annuel,77.75,380.84,8,virement,0,21,0
C101141,61,biennal,76.9,4681.8,1,carte,0,19,0
C101142,23,biennal,31.85,720.77,3,carte,0,63,0
C101143,70,mensuel,96.73,6981.15,2,virement,1,72,0
C101144,22,biennal,72.82,1744.4,1,cheque,0,60,1
C101145,65,mensuel,44.0,2672.72,0,prelevement,0,44,0
C101146,1,mensuel,70.45,65.06,1,carte,0,47,0
C101147,24,annuel,36.71,897.1,5,prelevement,1,31,0
C101148,32,mensuel,81.28,2831.23,3,prelevement,0,42,1
C101149,18,annuel,57.26,1099.79,0,prelevement,0,36,0
C101150,12,mensuel,72.08,838.81,1,cheque,1,61,1
C101151,50,mensuel,71.18,3910.46,1,virement,0,62,0
C101152,35,mensuel,89.61,2984.68,1,carte,1,51,1
C101153,18,mensuel,49.07,894.52,2,carte,0,24,0
C101154,2,mensuel,62.79,121.48,4,prelevement,1,37,0
C101155,3,mensuel,75.5,230.74,2,cheque,0,33,1
C101156,44,mensuel,56.1,2241.37,4,prelevement,1,75,1
C101157,55,annuel,105.86,5706.73,0,prelevement,1,74,0
C101158,68,mensuel,107.52,7679.63,0,virement,1,21,1
C101159,19,annuel,61.28,1086.39,0,prelevement,0,29,0
C101160,31,biennal,59.29,1920.38,0,virement,0,28,0
C101161,51,annuel,102.15,5385.15,3,prelevement,1,24,0
C101162,18,mensuel,49.44,851.33,2,cheque,0,52,0
C101163,4,mensuel,74.77,315.1,0,virement,0,18,0
C101164,10,annuel,32.43,304.06,0,cheque,0,42,0
C101165,37,mensuel,80.77,2976.93,0,cheque,0,43,0
C101166,60,annuel,51.17,3213.07,2,cheque,1,18,0
C101167,65,mensuel,60.92,3948.82,5,cheque,0,21,1
C101168,15,annuel,92.22,1369.54,0,cheque,1,72,0
C101169,23,biennal,67.85,1524.18,2,prelevement,0,78,0
C101170,26,mensuel,75.31,2103.82,1,cheque,0,25,0
C101171,7,biennal,81.77,544.04,0,virement,1,19,0
C101172,46,mensuel,60.21,2657.59,0,carte,0,20,0
C101173,23,mensuel,28.51,685.47,1,cheque,1,40,0
C101174,32,biennal,101.32,3522.54,3,cheque,0,38,1
C101175,13,mensuel,108.22,1288.34,4,virement,0,19,0
C101176,11,annuel,59.01,599.31,0,virement,1,57,0
C101177,32,annuel,24.39,791.93,0,cheque,0,62,0
C101178,6,annuel,101.88,633.07,0,cheque,0,68,1
C101179,35,mensuel,91.12,3275.22,0,prelevement,0,38,0
C101180,59,annuel,77.13,4394.81,0,carte,0,38,0
C101181,60,biennal,64.91,3919.71,0,cheque,0,20,0
C101182,11,annuel,70.52,751.72,0,virement,0,66,0
C101183,4,mensuel,72.64,297.78,1,cheque,1,19,1
C101184,63,biennal,53.78,3413.61,0,carte,0,31,0
C101185,38,mensuel,34.32,1376.55,2,cheque,0,40,0
C101186,36,mensuel,52.69,1747.23,4,virement,0,52,0
C101187,64,annuel,45.77,3178.01,0,prelevement,0,18,0
C101188,60,annuel,81.5,4497.16,1,cheque,1,44,0
C101189,29,mensuel,75.79,2417.22,1,cheque,1,38,1
C101190,61,annuel,105.67,5830.57,1,cheque,0,73,0
C101191,59,mensuel,98.72,5446.13,5,prelevement,0,36,1
C101192,60,mensuel,81.53,4836.67,0,prelevement,1,50,0
C101193,43,biennal,101.8,4154.03,2,carte,0,20,0
C101194,67,biennal,97.6,5977.31,1,virement,1,52,0
C101195,69,annuel,59.47,4372.41,0,cheque,1,64,0
C101196,66,annuel,59.6,4159.72,0,virement,1,55,0
C101197,22,mensuel,79.09,1615.38,0,cheque,0,24,0
C101198,59,biennal,64.24,3596.66,0,virement,0,39,0
C101199,36,annuel,88.52,2962.39,0,prelevement,1,54,0
C101200,21,annuel,47.43,1038.48,2,prelevement,1,62,0
C101201,50,mensuel,40.51,2167.66,1,prelevement,0,34,0
C101202,67,mensuel,75.66,4735.07,0,prelevement,0,50,0
C101203,63,annuel,98.37,6175.06,1,cheque,0,78,0
C101204,27,mensuel,45.05,1283.98,2,prelevement,0,47,0
C101205,2,annuel,96.12,203.12,1,prelevement,1,41,0
C101206,13,biennal,65.67,814.69,5,carte,1,21,0
C101207,32,mensuel,86.55,2874.68,2,prelevement,0,63,1
C101208,35,annuel,28.22,926.47,3,carte,1,26,0
C101209,30,mensuel,88.55,2644.43,0,carte,0,58,0
C101210,57,mensuel,37.77,2171.13,0,cheque,0,18,0
C101211,15,annuel,59.84,923.2,1,cheque,1,34,0
C101212,64,annuel,49.58,3162.51,0,virement,0,52,0
C101213,72,mensuel,76.33,5068.71,2,prelevement,0,38,0
C101214,64,mensuel,25.9,1635.06,0,cheque,0,61,1
C101215,14,annuel,39.19,548.86,0,cheque,0,37,0
C101216,20,mensuel,37.27,729.93,0,prelevement,0,28,0
C101217,61,annuel,90.99,5860.94,0,virement,0,72,0
C101218,40,mensuel,51.85,2175.71,1,cheque,0,66,0
C101219,52,mensuel,56.79,3039.19,0,cheque,1,19,1
C101220,33,mensuel,53.61,1706.09,2,virement,0,65,1
C101221,65,mensuel,44.66,2655.82,0,cheque,1,55,0
C101222,6,annuel,55.11,361.06,2,prelevement,0,56,1
C101223,8,annuel,44.84,349.35,4,carte,0,74,1
C101224,53,annuel,98.66,5322.9,1,carte,0,38,0
C101225,34,annuel,93.56,3301.65,0,carte,1,62,0
C101226,47,biennal,60.13,3043.49,0,cheque,0,41,0
C101227,34,mensuel,87.29,2684.81,0,cheque,0,69,1
C101228,68,mensuel,109.07,7229.08,1,carte,1,73,0
C101229,63,mensuel,50.04,2879.58,0,carte,1,67,1
C101230,66,annuel,27.9,1997.0,1,prelevement,1,67,0
C101231,60,mensuel,99.25,6239.57,2,carte,0,54,0
C101232,56,biennal,56.13,3013.66,1,cheque,0,32,0
C101233,29,annuel,89.1,2600.63,2,prelevement,1,54,0
C101234,20,mensuel,33.35,641.45,0,carte,1,52,1
C101235,41,biennal,79.24,3055.02,0,virement,0,76,0
C101236,18,biennal,104.99,1747.37,5,carte,0,65,1
C101237,7,mensuel,55.93,368.46,0,carte,0,29,0
C101238,67,mensuel,88.09,5453.9,1,virement,1,38,0
C101239,12,annuel,52.39,597.91,0,cheque,0,42,0
C101240,13,mensuel,105.12,1458.54,1,virement,0,62,0
C101241,50,biennal,21.43,1170.99,2,virement,0,72,0
C101242,17,mensuel,32.62,551.19,0,prelevement,1,60,0
C101243,21,mensuel,35.72,752.91,0,prelevement,0,77,1
C101244,64,mensuel,56.33,3513.68,3,virement,0,19,0
C101245,5,annuel,32.99,161.9,1,prelevement,0,18,1
C101246,54,biennal,30.12,1618.57,8,cheque,0,56,1
C101247,61,mensuel,101.26,5717.55,2,virement,1,60,0
C101248,26,mensuel,66.33,1829.93,0,carte,1,63,0
C101249,14,mensuel,42.56,623.25,0,cheque,0,51,0
C101250,35,annuel,31.85,1097.36,2,carte,1,69,0
C101251,26,biennal,21.29,568.44,3,prelevement,0,38,0
C101252,45,mensuel,98.26,4838.03,1,prelevement,0,34,1
C101253,36,annuel,66.3,2309.16,8,prelevement,0,69,0
C101254,59,annuel,80.12,4578.06,1,carte,1,45,0
C101255,17,mensuel,107.76,1952.86,0,virement,0,40,0
C101256,11,biennal,107.45,1106.92,3,prelevement,0,61,1
C101257,46,mensuel,90.19,4200.92,1,carte,1,41,0
C101258,68,mensuel,34.29,2415.85,1,prelevement,1,66,0
C101259,55,biennal,45.06,2705.84,5,virement,0,51,0
C101260,60,mensuel,84.94,4892.54,0,virement,0,64,0
C101261,8,annuel,32.63,260.04,0,prelevement,0,28,0
C101262,25,mensuel,51.54,1217.97,5,prelevement,1,25,0
C101263,20,mensuel,32.82,626.92,0,carte,0,51,0
C101264,61,mensuel,59.44,3859.52,1,cheque,0,74,0
C101265,44,biennal,105.45,4213.84,3,virement,0,47,1
C101266,63,annuel,40.22,2332.7,8,virement,0,72,0
C101267,56,mensuel,77.43,4652.76,0,virement,1,58,0
C101268,33,biennal,27.48,834.5,3,prelevement,0,32,0
C101269,14,biennal,94.36,1317.83,1,cheque,0,73,0
C101270,14,annuel,91.42,1396.11,1,carte,1,33,0
C101271,54,annuel,84.65,4150.44,1,cheque,1,54,1
C101272,52,annuel,76.53,4200.53,2,carte,0,29,0
C101273,13,mensuel,57.09,672.16,1,virement,0,61,0
C101274,32,mensuel,90.53,2795.28,2,virement,1,28,0
C101275,71,annuel,86.66,6464.59,2,prelevement,1,72,0
C101276,69,annuel,95.26,6214.81,3,carte,1,23,0
C101277,64,annuel,88.09,5301.92,3,cheque,0,69,0
C101278,21,biennal,49.05,950.01,1,virement,1,52,0
C101279,10,mensuel,28.15,287.02,3,cheque,1,27,0
C101280,51,mensuel,54.67,2980.56,2,virement,0,80,0
C101281,57,annuel,42.13,2235.72,8,carte,0,71,1
C101282,29,mensuel,93.04,2506.79,0,carte,1,48,0
C101283,71,biennal,37.3,2482.02,1,cheque,0,74,0
C101284,34,annuel,108.37,3908.18,0,virement,0,77,0
C101285,46,mensuel,82.39,3654.76,3,prelevement,1,55,0
C101286,65,annuel,68.18,4081.43,3,prelevement,1,63,0
C101287,29,mensuel,71.68,1892.97,1,cheque,0,22,1
C101288,72,mensuel,78.52,6101.01,1,prelevement,0,40,0
C101289,33,biennal,85.5,2942.04,1,prelevement,1,31,0
C101290,39,mensuel,71.29,2989.37,5,prelevement,1,80,1
C101291,1,biennal,24.77,26.03,1,carte,0,51,1
C101292,25,mensuel,74.14,1949.44,0,prelevement,0,77,1
C101293,12,mensuel,56.32,703.0,2,cheque,0,48,1
C101294,13,mensuel,35.97,461.1,0,carte,0,43,0
C101295,11,mensuel,87.66,968.86,0,carte,1,21,1
C101296,1,biennal,67.62,60.92,0,carte,1,54,0
C101297,23,mensuel,75.88,1634.17,0,virement,0,61,0
C101298,23,biennal,83.57,2068.06,0,prelevement,1,46,0
C101299,69,biennal,91.43,5829.57,5,virement,0,61,0
C101300,13,mensuel,74.32,1062.26,4,cheque,1,53,0
C101301,15,annuel,25.89,368.64,0,cheque,0,43,1
C101302,62,annuel,101.87,6578.23,3,carte,1,23,0
C101303,68,annuel,83.2,5682.12,2,prelevement,0,26,0
C101304,55,mensuel,53.94,2961.04,1,virement,0,57,0
C101305,37,annuel,82.9,3084.2,0,carte,0,55,0
C101306,23,annuel,86.53,2003.84,0,virement,0,40,1
C101307,56,annuel,67.16,3518.97,0,carte,1,24,0
C101308,29,annuel,26.57,724.85,0,carte,0,42,0
C101309,38,mensuel,41.63,1681.17,3,prelevement,1,70,0
C101310,52,mensuel,32.75,1616.55,2,cheque,0,63,0
C101311,27,biennal,78.8,2303.65,1,carte,0,44,0
C101312,25,annuel,63.94,1630.51,1,cheque,0,67,0
C101313,29,mensuel,30.29,818.49,2,carte,0,38,0
C101314,51,mensuel,45.78,2500.79,0,carte,0,74,0
C101315,72,annuel,38.07,2751.03,0,cheque,0,32,0
C101316,11,annuel,92.58,965.78,1,cheque,1,46,1
C101317,65,annuel,37.01,2266.33,0,carte,1,39,0
C101318,23,mensuel,38.06,900.61,0,prelevement,1,50,0
C101319,25,mensuel,84.91,1921.22,1,prelevement,0,36,1
C101320,41,mensuel,81.63,3286.54,1,prelevement,1,38,1
C101321,14,annuel,20.53,258.87,0,cheque,1,25,0
C101322,5,annuel,26.65,137.22,4,cheque,0,57,0
C101323,31,annuel,75.13,2256.9,8,cheque,0,75,0
C101324,47,mensuel,45.82,2253.02,5,cheque,1,74,0
C101325,56,annuel,32.96,1830.97,2,prelevement,1,26,0
C101326,52,mensuel,57.6,3135.05,1,cheque,0,39,0
C101327,68,mensuel,39.53,2521.9,0,virement,1,53,0
C101328,48,annuel,39.22,1747.52,0,cheque,0,71,0
C101329,53,mensuel,39.55,2117.82,0,cheque,1,45,0
C101330,27,mensuel,80.03,2062.85,2,prelevement,0,54,1
C101331,53,mensuel,42.11,2338.27,2,cheque,0,77,0
C101332,5,annuel,90.83,416.52,0,carte,0,23,0
C101333,26,annuel,106.22,2655.43,0,virement,0,71,0
C101334,23,mensuel,29.13,678.28,4,prelevement,0,25,0
C101335,21,annuel,76.58,1672.46,0,prelevement,1,60,0
C101336,13,annuel,32.2,408.63,0,prelevement,1,55,0
C101337,57,annuel,36.37,2236.44,8,virement,1,23,1
C101338,18,annuel,80.96,1578.75,0,prelevement,1,38,0
C101339,11,mensuel,108.52,1192.47,1,cheque,1,41,1
C101340,36,biennal,101.39,3302.15,0,prelevement,0,33,0
C101341,56,mensuel,44.56,2742.45,2,carte,0,20,0
C101342,2,annuel,21.73,42.42,4,cheque,0,62,0
C101343,43,mensuel,66.13,3124.34,1,virement,0,40,0
C101344,63,mensuel,27.5,1715.13,2,virement,1,75,0
C101345,14,mensuel,35.94,459.38,1,prelevement,1,73,0
C101346,44,biennal,75.57,3096.48,1,cheque,0,39,1
C101347,16,mensuel,32.48,563.13,4,prelevement,0,78,0
C101348,30,mensuel,84.53,2478.54,1,prelevement,0,30,0
C101349,24,mensuel,85.84,2097.99,3,cheque,0,18,0
C101350,34,mensuel,68.78,2559.61,2,carte,0,72,0
C101351,21,mensuel,95.24,1918.73,1,virement,0,34,0
C101352,68,mensuel,100.15,7060.18,0,prelevement,0,22,0
C101353,8,annuel,93.59,685.82,2,cheque,0,65,1
C101354,47,annuel,74.5,3823.15,1,virement,0,65,0
C101355,39,annuel,48.21,2067.87,0,prelevement,0,40,0
C101356,42,biennal,96.18,4421.12,1,cheque,0,27,0
C101357,4,biennal,90.94,355.14,3,prelevement,0,18,0
C101358,23,mensuel,105.14,2281.35,0,cheque,0,39,0
C101359,21,mensuel,105.97,2247.32,0,cheque,0,49,0
C101360,21,mensuel,79.92,1629.1,0,virement,1,56,0
C101361,64,annuel,57.47,3319.81,0,prelevement,0,37,0
C101362,16,annuel,67.67,1048.31,0,prelevement,0,80,1
C101363,48,mensuel,38.85,1799.98,0,virement,0,75,0
C101364,72,mensuel,91.44,6844.83,4,virement,1,54,1
C101365,31,annuel,42.42,1331.67,4,virement,0,24,1
C101366,42,mensuel,64.18,2750.87,4,virement,0,42,0
C101367,36,annuel,52.74,2004.11,1,prelevement,0,38,0
C101368,72,mensuel,44.55,3092.15,8,prelevement,1,59,0
C101369,16,mensuel,25.45,438.54,1,virement,0,42,0
C101370,2,mensuel,38.38,73.63,0,cheque,0,47,0
C101371,58,annuel,69.97,4134.43,2,carte,1,47,0
C101372,59,mensuel,72.78,4141.84,0,carte,1,53,1
C101373,49,annuel,76.6,3863.25,0,virement,0,66,0
C101374,6,biennal,25.03,156.71,0,carte,1,26,0
C101375,31,mensuel,52.43,1578.87,0,virement,1,49,1
C101376,54,annuel,55.64,2797.24,3,prelevement,0,25,0
C101377,30,mensuel,78.03,2367.91,0,prelevement,0,20,1
C101378,20,biennal,32.39,624.41,0,cheque,0,66,1
C101379,54,annuel,23.61,1297.8,0,cheque,0,62,0
C101380,66,biennal,34.78,2163.62,1,virement,0,41,0
C101381,26,annuel,43.07,1051.68,4,cheque,0,36,0
C101382,66,annuel,38.41,2338.69,0,carte,1,73,0
C101383,39,annuel,80.68,3389.84,3,virement,0,59,0
C101384,33,mensuel,22.14,659.36,3,virement,0,78,0
C101385,59,biennal,74.16,4082.51,1,virement,1,60,0
C101386,14,biennal,96.74,1386.67,3,virement,1,37,0
C101387,21,mensuel,53.12,1148.04,8,virement,0,44,1
C101388,5,biennal,47.18,224.71,5,prelevement,0,58,0
C101389,4,biennal,103.88,388.48,0,prelevement,0,74,0
C101390,35,mensuel,70.69,2258.05,2,prelevement,0,61,1
C101391,56,annuel,57.12,3501.26,1,carte,0,79,0
C101392,37,annuel,38.24,1349.03,2,prelevement,0,46,0
C101393,6,biennal,95.19,563.75,5,cheque,1,63,1
C101394,47,mensuel,53.06,2653.78,1,virement,0,41,0
C101395,42,annuel,51.21,2010.57,1,cheque,1,67,0
C101396,64,annuel,56.7,3963.66,0,virement,1,39,0
C101397,58,annuel,97.56,5278.54,0,prelevement,0,52,0
C101398,18,biennal,91.31,1750.31,0,cheque,1,50,0
C101399,1,mensuel,69.54,75.69,2,virement,0,38,0
C101400,71,biennal,67.08,5066.88,0,virement,1,62,0
C101401,59,mensuel,82.45,5111.01,2,carte,0,76,0
C101402,31,annuel,47.26,1379.87,1,prelevement,0,19,0
C101403,10,mensuel,60.73,561.02,5,cheque,0,56,1
C101404,27,mensuel,75.73,2216.28,1,carte,0,80,0
C101405,4,mensuel,62.62,265.4,2,carte,0,55,1
C101406,63,biennal,54.2,3730.63,2,carte,0,52,0
C101407,13,mensuel,87.41,1077.55,8,carte,0,53,0
C101408,28,annuel,28.55,828.79,1,carte,1,46,0
C101409,36,annuel,54.94,2145.95,2,carte,0,25,0
C101410,58,mensuel,34.65,1925.41,0,carte,0,79,1
C101411,63,mensuel,54.86,3625.21,2,prelevement,1,20,1
C101412,64,mensuel,60.02,3995.53,4,carte,0,26,0
C101413,4,mensuel,53.0,220.43,0,virement,0,24,1
C101414,56,annuel,58.0,2965.54,0,virement,0,50,0
C101415,18,mensuel,34.58,631.21,2,cheque,0,52,1
C101416,9,biennal,79.06,723.23,0,carte,0,27,0
C101417,51,mensuel,25.4,1370.04,0,virement,0,18,0
C101418,41,biennal,97.45,4236.16,0,cheque,0,31,0
C101419,70,biennal,26.38,1908.31,3,prelevement,1,22,0
C101420,10,annuel,42.24,443.81,3,virement,1,70,1
C101421,56,mensuel,48.84,2677.4,0,virement,0,56,1
C101422,17,mensuel,105.44,1795.9,1,prelevement,0,51,0
C101423,56,annuel,57.56,3263.13,2,prelevement,1,20,0
C101424,60,annuel,108.8,6321.04,3,virement,1,72,0
C101425,50,annuel,95.56,4863.58,1,prelevement,0,23,0
C101426,69,mensuel,76.82,5037.24,0,virement,1,56,0
C101427,42,biennal,70.94,2889.21,0,virement,0,44,0
C101428,25,annuel,100.15,2323.12,2,virement,0,61,0
C101429,42,mensuel,61.64,2599.29,0,virement,0,31,0
C101430,44,mensuel,78.27,3441.78,0,cheque,1,77,0
C101431,19,mensuel,26.48,465.33,0,cheque,0,30,1
C101432,64,mensuel,109.18,7104.33,0,cheque,0,21,0
C101433,63,annuel,62.87,3871.2,0,prelevement,0,66,1
C101434,9,mensuel,69.36,595.33,2,cheque,0,75,1
C101435,15,mensuel,76.19,1091.92,1,prelevement,0,56,1
C101436,71,mensuel,41.27,2650.6,1,prelevement,0,79,1
C101437,3,biennal,28.21,88.7,8,virement,1,25,0
C101438,29,mensuel,74.86,2341.09,4,virement,0,33,1
C101439,50,mensuel,40.9,2187.04,1,cheque,0,65,0
C101440,49,mensuel,88.86,4097.36,2,cheque,1,51,1
C101441,65,annuel,95.44,6335.8,0,carte,0,62,1
C101442,52,mensuel,48.28,2462.91,0,virement,1,42,0
C101443,4,annuel,70.7,291.03,0,carte,0,40,1
C101444,56,annuel,101.83,5234.26,0,prelevement,0,76,0
C101445,22,mensuel,72.69,1604.67,1,prelevement,1,80,1
C101446,30,mensuel,102.43,2822.38,2,carte,0,51,1
C101447,38,mensuel,59.23,2417.75,0,cheque,0,51,0
C101448,7,annuel,90.48,680.46,3,prelevement,0,48,0
C101449,31,mensuel,106.52,3369.9,0,carte,0,68,1
C101450,60,annuel,53.2,2987.03,1,prelevement,0,18,0
C101451,35,mensuel,21.86,765.79,0,prelevement,0,48,1
C101452,48,annuel,45.13,2056.1,0,carte,1,28,0
C101453,9,biennal,32.23,277.72,1,cheque,0,43,0
C101454,68,mensuel,78.26,5342.6,2,cheque,1,51,1
C101455,64,mensuel,23.28,1362.81,8,virement,0,75,1
C101456,48,mensuel,63.85,3218.23,0,prelevement,0,55,0
C101457,39,mensuel,32.81,1382.09,4,virement,0,47,1
C101458,27,mensuel,57.42,1411.23,5,carte,0,21,0
C101459,56,mensuel,46.46,2768.84,1,carte,1,73,1
C101460,43,mensuel,102.98,4132.29,8,prelevement,1,53,1
C101461,28,annuel,53.41,1480.03,0,cheque,0,38,1
C101462,67,annuel,99.52,7012.56,1,carte,0,53,0
C101463,9,biennal,33.8,323.96,0,cheque,1,58,0
C101464,26,mensuel,54.55,1388.35,0,virement,0,26,0
C101465,54,annuel,99.48,5293.39,1,prelevement,0,22,1
C101466,62,annuel,39.72,2667.11,0,cheque,0,60,0
C101467,48,biennal,106.01,4842.28,1,virement,0,38,0
C101468,67,annuel,92.56,6546.69,0,carte,0,35,0
C101469,64,biennal,109.22,6362.77,1,virement,0,27,0
C101470,29,biennal,42.39,1328.93,4,virement,0,43,0
C101471,11,mensuel,76.08,911.95,2,virement,1,21,0
C101472,20,mensuel,108.05,2089.16,0,virement,0,74,0
C101473,51,annuel,56.48,3081.8,0,prelevement,0,56,0
C101474,11,mensuel,27.41,315.83,0,cheque,0,23,0
C101475,20,biennal,20.19,377.76,0,virement,0,76,0
C101476,12,mensuel,100.36,1163.41,0,carte,1,57,0
